,target,shape,surface,color
6585,poisonous,knobbed,scaly,brown
6586,poisonous,flat,scaly,red
6587,poisonous,flat,smooth,red
6588,poisonous,flat,smooth,brown
6589,poisonous,convex,smooth,brown
6590,poisonous,flat,scaly,brown
6591,poisonous,flat,scaly,red
6592,poisonous,convex,scaly,red
6593,poisonous,flat,smooth,red
6594,poisonous,convex,smooth,brown
6595,poisonous,flat,smooth,brown
6596,poisonous,flat,smooth,brown
6597,poisonous,flat,smooth,red
6598,edible,convex,smooth,gray
6599,poisonous,knobbed,scaly,brown
6600,poisonous,convex,scaly,red
6601,poisonous,convex,smooth,brown
6602,poisonous,convex,smooth,brown
6603,poisonous,flat,scaly,red
6604,poisonous,knobbed,scaly,brown
6605,poisonous,convex,smooth,red
6606,poisonous,convex,smooth,brown
6607,poisonous,knobbed,scaly,brown
6608,poisonous,convex,scaly,red
6609,poisonous,knobbed,smooth,brown
6610,poisonous,convex,smooth,brown
6611,poisonous,convex,scaly,red
6612,poisonous,flat,smooth,red
6613,poisonous,flat,smooth,brown
6614,poisonous,flat,smooth,brown
6615,poisonous,flat,smooth,red
6616,poisonous,convex,scaly,red
6617,poisonous,convex,smooth,red
6618,poisonous,flat,smooth,brown
6619,poisonous,flat,scaly,red
6620,poisonous,convex,smooth,brown
6621,poisonous,convex,smooth,red
6622,poisonous,convex,smooth,red
6623,poisonous,flat,smooth,red
6624,poisonous,convex,scaly,red
6625,poisonous,convex,smooth,brown
6626,poisonous,convex,smooth,red
6627,poisonous,convex,smooth,red
6628,poisonous,convex,smooth,brown
6629,poisonous,convex,smooth,brown
6630,poisonous,flat,smooth,red
6631,poisonous,flat,scaly,red
6632,poisonous,convex,smooth,brown
6633,poisonous,convex,smooth,red
6634,poisonous,flat,smooth,brown
6635,poisonous,convex,smooth,brown
6636,poisonous,flat,smooth,red
6637,poisonous,knobbed,scaly,brown
6638,poisonous,convex,smooth,brown
6639,poisonous,flat,scaly,brown
6640,poisonous,knobbed,scaly,brown
6641,poisonous,flat,smooth,red
6642,poisonous,flat,smooth,brown
6643,poisonous,convex,smooth,red
6644,poisonous,convex,smooth,brown
6645,poisonous,flat,scaly,brown
6646,poisonous,flat,scaly,brown
6647,poisonous,convex,smooth,red
6648,poisonous,flat,scaly,brown
6649,poisonous,convex,scaly,red
6650,poisonous,flat,scaly,brown
6651,poisonous,flat,scaly,red
6652,poisonous,convex,scaly,red
6653,poisonous,flat,smooth,red
6654,poisonous,knobbed,smooth,brown
6655,poisonous,convex,scaly,red
6656,poisonous,convex,smooth,brown
6657,poisonous,flat,smooth,red
6658,poisonous,flat,smooth,red
6659,edible,bell,fibrous,gray
6660,poisonous,convex,smooth,brown
6661,poisonous,knobbed,smooth,brown
6662,edible,bell,smooth,brown
6663,poisonous,flat,smooth,brown
6664,poisonous,flat,scaly,brown
6665,poisonous,convex,scaly,red
6666,poisonous,convex,smooth,red
6667,poisonous,knobbed,scaly,cinnamon
6668,poisonous,convex,smooth,red
6669,poisonous,flat,smooth,brown
6670,poisonous,convex,smooth,brown
6671,poisonous,convex,scaly,red
6672,poisonous,convex,smooth,red
6673,poisonous,flat,smooth,red
6674,poisonous,flat,smooth,brown
6675,poisonous,flat,smooth,brown
6676,poisonous,flat,scaly,red
6677,poisonous,convex,smooth,red
6678,poisonous,flat,scaly,red
6679,poisonous,flat,scaly,brown
6680,poisonous,convex,scaly,red
6681,poisonous,flat,scaly,red
6682,poisonous,flat,smooth,red
6683,poisonous,flat,smooth,red
6684,poisonous,convex,smooth,red
6685,poisonous,convex,smooth,red
6686,poisonous,knobbed,scaly,red
6687,poisonous,convex,scaly,red
6688,poisonous,convex,smooth,red
6689,poisonous,convex,smooth,brown
6690,poisonous,convex,smooth,brown
6691,poisonous,flat,smooth,brown
6692,poisonous,flat,scaly,brown
6693,poisonous,convex,smooth,red
6694,poisonous,knobbed,smooth,brown
6695,poisonous,flat,smooth,brown
6696,poisonous,flat,scaly,brown
6697,poisonous,flat,scaly,red
6698,poisonous,flat,scaly,red
6699,poisonous,flat,scaly,brown
6700,poisonous,convex,smooth,red
6701,poisonous,flat,scaly,brown
6702,poisonous,flat,smooth,brown
6703,poisonous,flat,smooth,red
6704,poisonous,convex,smooth,brown
6705,poisonous,flat,scaly,red
6706,poisonous,knobbed,scaly,brown
6707,poisonous,flat,smooth,brown
6708,poisonous,flat,scaly,brown
6709,poisonous,flat,smooth,red
6710,poisonous,convex,smooth,brown
6711,poisonous,flat,smooth,red
6712,poisonous,convex,smooth,red
6713,poisonous,flat,scaly,red
6714,poisonous,convex,smooth,red
6715,poisonous,flat,smooth,red
6716,poisonous,flat,smooth,brown
6717,poisonous,convex,smooth,brown
6718,poisonous,convex,smooth,red
6719,poisonous,flat,smooth,red
6720,poisonous,convex,smooth,red
6721,poisonous,convex,smooth,brown
6722,poisonous,flat,smooth,red
6723,poisonous,convex,scaly,red
6724,poisonous,convex,smooth,brown
6725,poisonous,convex,scaly,red
6726,poisonous,flat,smooth,red
6727,poisonous,convex,smooth,red
6728,poisonous,flat,scaly,brown
6729,poisonous,convex,smooth,red
6730,poisonous,convex,smooth,brown
6731,poisonous,flat,smooth,red
6732,poisonous,convex,smooth,red
6733,poisonous,flat,smooth,brown
6734,poisonous,convex,scaly,red
6735,poisonous,flat,scaly,red
6736,poisonous,convex,scaly,red
6737,poisonous,knobbed,scaly,brown
6738,poisonous,flat,scaly,brown
6739,poisonous,convex,scaly,red
6740,poisonous,flat,smooth,brown
6741,poisonous,convex,smooth,red
6742,poisonous,flat,smooth,red
6743,edible,convex,fibrous,gray
6744,poisonous,convex,smooth,red
6745,poisonous,flat,smooth,brown
6746,poisonous,flat,smooth,brown
6747,poisonous,convex,smooth,red
6748,poisonous,convex,smooth,red
6749,poisonous,convex,smooth,red
6750,poisonous,flat,scaly,red
6751,edible,bell,fibrous,gray
6752,poisonous,flat,scaly,brown
6753,poisonous,flat,scaly,red
6754,poisonous,flat,scaly,brown
6755,poisonous,flat,smooth,brown
6756,poisonous,flat,scaly,brown
6757,poisonous,convex,scaly,red
6758,poisonous,flat,scaly,brown
6759,poisonous,convex,smooth,brown
6760,poisonous,flat,scaly,red
6761,edible,knobbed,fibrous,gray
6762,edible,bell,smooth,brown
6763,poisonous,flat,smooth,brown
6764,poisonous,convex,smooth,brown
6765,poisonous,flat,scaly,brown
6766,poisonous,flat,smooth,red
6767,poisonous,flat,scaly,brown
6768,poisonous,flat,smooth,brown
6769,poisonous,flat,scaly,red
6770,poisonous,flat,scaly,red
6771,poisonous,flat,smooth,brown
6772,poisonous,convex,smooth,red
6773,edible,convex,fibrous,white
6774,poisonous,flat,smooth,brown
6775,poisonous,convex,smooth,red
6776,poisonous,convex,smooth,brown
6777,poisonous,convex,smooth,brown
6778,poisonous,convex,smooth,brown
6779,poisonous,knobbed,scaly,brown
6780,poisonous,flat,smooth,brown
6781,poisonous,convex,scaly,red
6782,poisonous,flat,smooth,brown
6783,poisonous,flat,smooth,brown
6784,poisonous,convex,smooth,brown
6785,poisonous,convex,smooth,brown
6786,poisonous,convex,scaly,red
6787,poisonous,flat,smooth,red
6788,poisonous,flat,smooth,red
6789,poisonous,flat,scaly,brown
6790,poisonous,convex,smooth,red
6791,poisonous,flat,smooth,red
6792,poisonous,flat,scaly,red
6793,poisonous,flat,scaly,red
6794,poisonous,convex,scaly,red
6795,poisonous,flat,scaly,brown
6796,poisonous,flat,smooth,brown
6797,poisonous,flat,smooth,brown
6798,poisonous,knobbed,scaly,red
6799,poisonous,flat,smooth,red
6800,poisonous,convex,smooth,red
6801,poisonous,convex,scaly,red
6802,poisonous,flat,scaly,red
6803,poisonous,convex,scaly,red
6804,poisonous,flat,scaly,red
6805,poisonous,flat,scaly,brown
6806,poisonous,flat,scaly,red
6807,poisonous,convex,scaly,red
6808,poisonous,convex,smooth,red
6809,poisonous,flat,smooth,red
6810,poisonous,flat,smooth,red
6811,poisonous,convex,smooth,red
6812,poisonous,flat,smooth,red
6813,poisonous,flat,smooth,red
6814,poisonous,flat,smooth,brown
6815,poisonous,flat,scaly,red
6816,poisonous,flat,scaly,brown
6817,poisonous,knobbed,smooth,red
6818,poisonous,flat,smooth,brown
6819,poisonous,flat,scaly,brown
6820,poisonous,flat,smooth,red
6821,poisonous,flat,scaly,red
6822,poisonous,convex,smooth,brown
6823,poisonous,knobbed,scaly,brown
6824,poisonous,convex,scaly,red
6825,poisonous,convex,smooth,red
6826,edible,convex,smooth,gray
6827,poisonous,knobbed,scaly,brown
6828,poisonous,convex,smooth,brown
6829,poisonous,flat,smooth,brown
6830,poisonous,flat,smooth,brown
6831,poisonous,convex,smooth,red
6832,poisonous,flat,smooth,red
6833,poisonous,flat,scaly,red
6834,poisonous,flat,scaly,red
6835,poisonous,flat,smooth,brown
6836,poisonous,flat,smooth,red
6837,poisonous,convex,smooth,brown
6838,poisonous,flat,smooth,red
6839,poisonous,convex,smooth,red
6840,poisonous,flat,smooth,red
6841,poisonous,flat,scaly,red
6842,poisonous,knobbed,scaly,red
6843,poisonous,flat,smooth,brown
6844,poisonous,knobbed,scaly,red
6845,poisonous,flat,smooth,red
6846,poisonous,flat,scaly,red
6847,poisonous,flat,smooth,red
6848,edible,bell,smooth,brown
6849,poisonous,convex,smooth,brown
6850,poisonous,flat,scaly,red
6851,poisonous,flat,scaly,brown
6852,poisonous,flat,smooth,red
6853,poisonous,flat,scaly,brown
6854,poisonous,knobbed,scaly,brown
6855,poisonous,convex,smooth,red
6856,poisonous,flat,smooth,red
6857,poisonous,knobbed,scaly,brown
6858,poisonous,flat,smooth,red
6859,edible,knobbed,smooth,white
6860,poisonous,flat,scaly,brown
6861,poisonous,flat,scaly,brown
6862,poisonous,flat,scaly,brown
6863,poisonous,flat,smooth,brown
6864,poisonous,flat,smooth,brown
6865,poisonous,flat,scaly,red
6866,poisonous,convex,smooth,red
6867,poisonous,flat,scaly,brown
6868,poisonous,convex,smooth,brown
6869,poisonous,convex,smooth,red
6870,poisonous,convex,smooth,red
6871,poisonous,flat,scaly,red
6872,poisonous,convex,smooth,brown
6873,poisonous,convex,smooth,red
6874,poisonous,flat,smooth,brown
6875,poisonous,convex,smooth,brown
6876,poisonous,flat,scaly,red
6877,poisonous,convex,smooth,brown
6878,poisonous,flat,scaly,red
6879,poisonous,flat,smooth,red
6880,poisonous,flat,scaly,brown
6881,poisonous,flat,scaly,brown
6882,poisonous,convex,scaly,red
6883,edible,knobbed,fibrous,gray
6884,poisonous,convex,smooth,red
6885,poisonous,knobbed,scaly,brown
6886,poisonous,knobbed,scaly,brown
6887,poisonous,convex,scaly,red
6888,poisonous,flat,smooth,red
6889,poisonous,flat,smooth,brown
6890,poisonous,flat,smooth,red
6891,poisonous,convex,smooth,red
6892,poisonous,flat,smooth,brown
6893,poisonous,flat,scaly,red
6894,poisonous,convex,smooth,brown
6895,poisonous,convex,scaly,red
6896,poisonous,flat,smooth,red
6897,poisonous,convex,smooth,brown
6898,poisonous,flat,smooth,brown
6899,edible,convex,smooth,brown
6900,poisonous,knobbed,smooth,brown
6901,poisonous,flat,smooth,brown
6902,poisonous,knobbed,scaly,red
6903,edible,convex,scaly,cinnamon
6904,edible,bell,smooth,brown
6905,edible,knobbed,smooth,gray
6906,edible,convex,fibrous,gray
6907,poisonous,convex,smooth,brown
6908,poisonous,knobbed,scaly,red
6909,edible,convex,smooth,brown
6910,poisonous,knobbed,smooth,red
6911,poisonous,bell,scaly,yellow
6912,poisonous,convex,smooth,red
6913,edible,bell,smooth,gray
6914,poisonous,knobbed,scaly,red
6915,poisonous,knobbed,smooth,red
6916,poisonous,flat,smooth,red
6917,poisonous,flat,scaly,brown
6918,poisonous,flat,smooth,red
6919,edible,knobbed,fibrous,gray
6920,poisonous,knobbed,smooth,brown
6921,poisonous,knobbed,smooth,red
6922,poisonous,flat,smooth,red
6923,edible,bell,fibrous,gray
6924,poisonous,flat,scaly,brown
6925,poisonous,flat,smooth,brown
6926,edible,flat,smooth,brown
6927,edible,convex,scaly,pink
6928,poisonous,flat,smooth,brown
6929,poisonous,knobbed,scaly,red
6930,poisonous,flat,smooth,brown
6931,edible,bell,smooth,white
6932,poisonous,convex,scaly,red
6933,poisonous,flat,scaly,red
6934,poisonous,flat,smooth,red
6935,poisonous,knobbed,scaly,brown
6936,edible,convex,fibrous,white
6937,edible,bell,smooth,white
6938,poisonous,knobbed,smooth,red
6939,poisonous,flat,scaly,brown
6940,edible,flat,scaly,brown
6941,poisonous,knobbed,smooth,brown
6942,poisonous,knobbed,smooth,brown
6943,poisonous,flat,scaly,brown
6944,poisonous,flat,scaly,red
6945,poisonous,convex,smooth,red
6946,poisonous,knobbed,scaly,red
6947,poisonous,convex,smooth,brown
6948,poisonous,knobbed,smooth,red
6949,poisonous,knobbed,scaly,brown
6950,poisonous,flat,scaly,red
6951,edible,convex,fibrous,white
6952,poisonous,knobbed,smooth,brown
6953,poisonous,flat,smooth,brown
6954,poisonous,knobbed,smooth,red
6955,poisonous,knobbed,smooth,red
6956,poisonous,knobbed,scaly,brown
6957,edible,knobbed,fibrous,white
6958,poisonous,knobbed,smooth,brown
6959,poisonous,knobbed,scaly,brown
6960,poisonous,knobbed,smooth,brown
6961,poisonous,knobbed,smooth,red
6962,poisonous,convex,smooth,brown
6963,poisonous,convex,scaly,red
6964,poisonous,flat,smooth,red
6965,poisonous,knobbed,scaly,brown
6966,edible,bell,smooth,brown
6967,poisonous,flat,smooth,brown
6968,poisonous,knobbed,scaly,red
6969,edible,convex,smooth,brown
6970,poisonous,flat,smooth,brown
6971,poisonous,knobbed,smooth,brown
6972,poisonous,flat,scaly,brown
6973,poisonous,convex,smooth,brown
6974,edible,knobbed,fibrous,white
6975,poisonous,flat,scaly,red
6976,poisonous,convex,smooth,red
6977,poisonous,convex,smooth,brown
6978,poisonous,flat,smooth,brown
6979,poisonous,knobbed,smooth,brown
6980,poisonous,knobbed,smooth,red
6981,poisonous,knobbed,smooth,red
6982,poisonous,convex,smooth,red
6983,edible,bell,smooth,brown
6984,poisonous,knobbed,smooth,red
6985,poisonous,convex,smooth,brown
6986,poisonous,convex,scaly,red
6987,poisonous,flat,smooth,red
6988,edible,bell,smooth,brown
6989,edible,knobbed,smooth,gray
6990,poisonous,knobbed,scaly,red
6991,poisonous,knobbed,scaly,red
6992,poisonous,flat,smooth,red
6993,edible,knobbed,smooth,brown
6994,poisonous,flat,scaly,red
6995,poisonous,knobbed,scaly,red
6996,edible,knobbed,fibrous,white
6997,edible,convex,smooth,gray
6998,edible,knobbed,smooth,brown
6999,poisonous,knobbed,scaly,red
7000,poisonous,knobbed,scaly,brown
7001,poisonous,knobbed,smooth,red
7002,edible,convex,smooth,white
7003,edible,knobbed,smooth,white
7004,edible,knobbed,smooth,white
7005,poisonous,knobbed,smooth,red
7006,poisonous,convex,smooth,red
7007,edible,knobbed,smooth,gray
7008,edible,convex,fibrous,white
7009,poisonous,knobbed,scaly,red
7010,edible,bell,smooth,white
7011,poisonous,knobbed,smooth,red
7012,poisonous,flat,smooth,brown
7013,poisonous,flat,scaly,brown
7014,edible,knobbed,smooth,gray
7015,edible,convex,smooth,white
7016,poisonous,flat,scaly,red
7017,poisonous,convex,smooth,red
7018,edible,convex,fibrous,white
7019,edible,knobbed,fibrous,white
7020,poisonous,flat,smooth,red
7021,edible,flat,smooth,gray
7022,poisonous,knobbed,smooth,red
7023,poisonous,convex,smooth,brown
7024,edible,knobbed,smooth,brown
7025,edible,convex,smooth,brown
7026,poisonous,knobbed,scaly,red
7027,poisonous,convex,smooth,red
7028,poisonous,convex,smooth,brown
7029,poisonous,knobbed,smooth,red
7030,poisonous,convex,smooth,brown
7031,edible,knobbed,fibrous,white
7032,edible,knobbed,smooth,brown
7033,poisonous,knobbed,scaly,cinnamon
7034,edible,convex,fibrous,gray
7035,edible,convex,smooth,brown
7036,edible,convex,smooth,brown
7037,poisonous,knobbed,scaly,red
7038,edible,knobbed,fibrous,white
7039,edible,convex,fibrous,gray
7040,edible,flat,smooth,brown
7041,poisonous,knobbed,scaly,brown
7042,poisonous,knobbed,scaly,brown
7043,poisonous,flat,scaly,brown
7044,poisonous,flat,scaly,red
7045,edible,knobbed,fibrous,gray
7046,poisonous,flat,scaly,red
7047,poisonous,flat,scaly,brown
7048,poisonous,knobbed,smooth,red
7049,edible,knobbed,smooth,gray
7050,edible,bell,smooth,brown
7051,poisonous,knobbed,scaly,brown
7052,poisonous,convex,smooth,brown
7053,edible,bell,smooth,brown
7054,poisonous,knobbed,smooth,brown
7055,poisonous,knobbed,smooth,brown
7056,poisonous,knobbed,smooth,red
7057,poisonous,flat,smooth,red
7058,poisonous,convex,smooth,red
7059,poisonous,convex,smooth,red
7060,poisonous,convex,smooth,brown
7061,poisonous,knobbed,scaly,brown
7062,edible,convex,smooth,pink
7063,poisonous,flat,smooth,red
7064,poisonous,convex,scaly,brown
7065,poisonous,knobbed,smooth,brown
7066,edible,knobbed,smooth,gray
7067,poisonous,knobbed,smooth,brown
7068,poisonous,flat,scaly,brown
7069,poisonous,knobbed,smooth,brown
7070,poisonous,knobbed,scaly,red
7071,poisonous,flat,scaly,red
7072,edible,flat,smooth,cinnamon
7073,poisonous,flat,scaly,brown
7074,poisonous,knobbed,smooth,red
7075,poisonous,convex,smooth,red
7076,poisonous,flat,scaly,red
7077,poisonous,convex,smooth,brown
7078,edible,flat,smooth,brown
7079,poisonous,flat,smooth,red
7080,poisonous,convex,scaly,red
7081,poisonous,convex,scaly,red
7082,poisonous,convex,smooth,red
7083,poisonous,knobbed,smooth,red
7084,poisonous,convex,smooth,red
7085,edible,bell,fibrous,gray
7086,poisonous,knobbed,scaly,red
7087,poisonous,knobbed,smooth,red
7088,edible,knobbed,fibrous,gray
7089,edible,flat,smooth,brown
7090,poisonous,flat,scaly,brown
7091,poisonous,knobbed,smooth,red
7092,poisonous,flat,smooth,brown
7093,poisonous,knobbed,scaly,brown
7094,poisonous,knobbed,smooth,red
7095,poisonous,knobbed,scaly,brown
7096,poisonous,knobbed,scaly,brown
7097,edible,convex,fibrous,gray
7098,poisonous,knobbed,scaly,red
7099,poisonous,convex,scaly,cinnamon
7100,poisonous,knobbed,scaly,red
7101,poisonous,knobbed,scaly,red
7102,edible,bell,smooth,white
7103,poisonous,knobbed,smooth,brown
7104,poisonous,convex,smooth,red
7105,poisonous,flat,scaly,brown
7106,poisonous,flat,smooth,red
7107,poisonous,knobbed,scaly,red
7108,poisonous,knobbed,scaly,red
7109,edible,bell,fibrous,white
7110,poisonous,knobbed,scaly,brown
7111,poisonous,flat,scaly,red
7112,poisonous,knobbed,smooth,brown
7113,poisonous,knobbed,scaly,brown
7114,poisonous,convex,smooth,red
7115,edible,convex,scaly,gray
7116,poisonous,flat,smooth,brown
7117,poisonous,knobbed,scaly,red
7118,edible,knobbed,fibrous,white
7119,poisonous,convex,smooth,brown
7120,poisonous,knobbed,scaly,brown
7121,poisonous,convex,smooth,red
7122,edible,knobbed,smooth,white
7123,poisonous,flat,scaly,brown
7124,poisonous,knobbed,smooth,red
7125,poisonous,knobbed,smooth,red
7126,poisonous,flat,scaly,red
7127,edible,flat,smooth,brown
7128,poisonous,flat,scaly,brown
7129,poisonous,knobbed,scaly,red
7130,poisonous,knobbed,smooth,red
7131,poisonous,knobbed,smooth,red
7132,edible,bell,smooth,brown
7133,edible,knobbed,smooth,gray
7134,edible,convex,smooth,brown
7135,edible,convex,fibrous,gray
7136,poisonous,knobbed,smooth,red
7137,poisonous,flat,scaly,red
7138,poisonous,knobbed,smooth,brown
7139,poisonous,knobbed,smooth,brown
7140,edible,bell,smooth,white
7141,poisonous,flat,smooth,brown
7142,edible,bell,fibrous,gray
7143,poisonous,convex,smooth,brown
7144,poisonous,convex,scaly,red
7145,poisonous,flat,scaly,cinnamon
7146,poisonous,flat,smooth,brown
7147,poisonous,convex,scaly,red
7148,poisonous,flat,smooth,brown
7149,poisonous,flat,scaly,red
7150,poisonous,flat,smooth,red
7151,poisonous,convex,smooth,red
7152,edible,knobbed,smooth,gray
7153,poisonous,convex,smooth,red
7154,poisonous,knobbed,smooth,brown
7155,poisonous,knobbed,scaly,red
7156,poisonous,convex,smooth,brown
7157,edible,bell,smooth,gray
7158,poisonous,convex,smooth,brown
7159,poisonous,flat,smooth,red
7160,poisonous,knobbed,smooth,brown
7161,edible,bell,smooth,gray
7162,poisonous,convex,smooth,brown
7163,poisonous,flat,scaly,red
7164,poisonous,flat,smooth,red
7165,poisonous,flat,scaly,brown
7166,edible,bell,fibrous,gray
7167,poisonous,flat,smooth,red
7168,poisonous,knobbed,smooth,brown
7169,edible,knobbed,smooth,gray
7170,poisonous,knobbed,scaly,brown
7171,poisonous,convex,smooth,red
7172,edible,bell,smooth,brown
7173,poisonous,knobbed,scaly,brown
7174,poisonous,flat,scaly,brown
7175,edible,convex,smooth,brown
7176,poisonous,knobbed,smooth,brown
7177,poisonous,knobbed,smooth,brown
7178,poisonous,knobbed,smooth,brown
7179,poisonous,knobbed,smooth,brown
7180,edible,flat,scaly,cinnamon
7181,edible,flat,smooth,brown
7182,edible,bell,smooth,white
7183,poisonous,knobbed,smooth,red
7184,edible,bell,smooth,gray
7185,poisonous,knobbed,scaly,red
7186,poisonous,knobbed,scaly,brown
7187,edible,convex,smooth,brown
7188,poisonous,convex,smooth,red
7189,poisonous,convex,smooth,brown
7190,poisonous,flat,smooth,red
7191,poisonous,flat,scaly,red
7192,poisonous,convex,scaly,red
7193,poisonous,knobbed,smooth,red
7194,edible,knobbed,scaly,brown
7195,poisonous,flat,smooth,red
7196,poisonous,knobbed,smooth,brown
7197,poisonous,flat,scaly,brown
7198,poisonous,flat,smooth,red
7199,edible,knobbed,fibrous,gray
7200,poisonous,knobbed,smooth,brown
7201,edible,bell,fibrous,white
7202,poisonous,knobbed,smooth,red
7203,edible,convex,smooth,gray
7204,edible,knobbed,smooth,brown
7205,poisonous,knobbed,smooth,red
7206,poisonous,knobbed,scaly,brown
7207,edible,knobbed,fibrous,gray
7208,poisonous,convex,smooth,brown
7209,poisonous,knobbed,scaly,brown
7210,edible,convex,fibrous,white
7211,poisonous,knobbed,scaly,red
7212,poisonous,knobbed,smooth,red
7213,poisonous,knobbed,smooth,red
7214,poisonous,knobbed,scaly,red
7215,poisonous,knobbed,scaly,brown
7216,edible,knobbed,smooth,gray
7217,poisonous,knobbed,scaly,brown
7218,poisonous,knobbed,smooth,red
7219,edible,convex,smooth,gray
7220,edible,flat,smooth,brown
7221,edible,knobbed,smooth,gray
7222,poisonous,convex,smooth,red
7223,poisonous,knobbed,smooth,brown
7224,poisonous,knobbed,smooth,brown
7225,edible,convex,smooth,gray
7226,poisonous,knobbed,scaly,red
7227,edible,flat,smooth,brown
7228,edible,knobbed,smooth,white
7229,poisonous,flat,scaly,red
7230,edible,bell,smooth,gray
7231,poisonous,flat,scaly,brown
7232,edible,bell,smooth,brown
7233,edible,bell,smooth,gray
7234,edible,knobbed,smooth,brown
7235,edible,bell,smooth,gray
7236,poisonous,knobbed,smooth,brown
7237,poisonous,knobbed,scaly,brown
7238,edible,flat,smooth,brown
7239,poisonous,knobbed,smooth,red
7240,poisonous,flat,smooth,red
7241,poisonous,knobbed,smooth,brown
7242,poisonous,knobbed,smooth,brown
7243,edible,bell,smooth,brown
7244,edible,knobbed,fibrous,gray
7245,edible,bell,smooth,brown
7246,poisonous,knobbed,smooth,brown
7247,poisonous,knobbed,scaly,red
7248,poisonous,knobbed,scaly,red
7249,poisonous,knobbed,smooth,brown
7250,edible,flat,smooth,brown
7251,poisonous,knobbed,smooth,red
7252,edible,convex,smooth,brown
7253,poisonous,knobbed,smooth,brown
7254,edible,knobbed,smooth,white
7255,poisonous,knobbed,scaly,red
7256,poisonous,knobbed,scaly,brown
7257,edible,knobbed,fibrous,gray
7258,poisonous,flat,smooth,brown
7259,edible,convex,smooth,gray
7260,poisonous,knobbed,scaly,brown
7261,poisonous,flat,smooth,red
7262,edible,convex,fibrous,white
7263,poisonous,knobbed,scaly,brown
7264,poisonous,flat,scaly,brown
7265,edible,bell,fibrous,gray
7266,poisonous,knobbed,scaly,red
7267,poisonous,convex,scaly,red
7268,poisonous,knobbed,smooth,red
7269,edible,knobbed,fibrous,gray
7270,edible,knobbed,fibrous,white
7271,poisonous,knobbed,scaly,red
7272,edible,knobbed,smooth,gray
7273,poisonous,knobbed,smooth,brown
7274,poisonous,knobbed,scaly,brown
7275,edible,knobbed,smooth,white
7276,poisonous,knobbed,scaly,red
7277,edible,bell,smooth,white
7278,poisonous,knobbed,smooth,brown
7279,edible,convex,smooth,white
7280,edible,bell,smooth,brown
7281,poisonous,knobbed,smooth,brown
7282,poisonous,knobbed,scaly,red
7283,edible,convex,fibrous,white
7284,poisonous,convex,scaly,red
7285,poisonous,knobbed,smooth,red
7286,poisonous,knobbed,smooth,brown
7287,poisonous,knobbed,scaly,brown
7288,poisonous,knobbed,smooth,red
7289,edible,knobbed,smooth,brown
7290,poisonous,knobbed,scaly,brown
7291,edible,flat,scaly,brown
7292,edible,knobbed,smooth,gray
7293,poisonous,flat,scaly,red
7294,poisonous,knobbed,scaly,yellow
7295,poisonous,knobbed,scaly,red
7296,poisonous,knobbed,smooth,red
7297,poisonous,knobbed,scaly,red
7298,edible,bell,smooth,brown
7299,edible,convex,smooth,gray
7300,edible,knobbed,smooth,gray
7301,poisonous,flat,scaly,red
7302,poisonous,knobbed,smooth,red
7303,poisonous,knobbed,scaly,red
7304,edible,bell,fibrous,white
7305,edible,flat,smooth,brown
7306,poisonous,knobbed,smooth,brown
7307,poisonous,knobbed,smooth,red
7308,edible,convex,fibrous,white
7309,poisonous,knobbed,scaly,red
7310,edible,convex,fibrous,white
7311,poisonous,knobbed,scaly,red
7312,poisonous,knobbed,scaly,brown
7313,edible,convex,smooth,gray
7314,edible,convex,smooth,white
7315,poisonous,knobbed,scaly,brown
7316,poisonous,knobbed,smooth,brown
7317,poisonous,knobbed,smooth,red
7318,edible,bell,fibrous,white
7319,poisonous,flat,smooth,brown
7320,poisonous,knobbed,smooth,red
7321,poisonous,knobbed,smooth,brown
7322,poisonous,convex,scaly,brown
7323,poisonous,knobbed,scaly,brown
7324,edible,flat,smooth,brown
7325,poisonous,convex,scaly,red
7326,edible,flat,smooth,brown
7327,edible,bell,smooth,white
7328,edible,bell,smooth,gray
7329,poisonous,knobbed,scaly,red
7330,poisonous,knobbed,smooth,brown
7331,poisonous,knobbed,smooth,red
7332,poisonous,knobbed,smooth,red
7333,edible,bell,fibrous,white
7334,edible,knobbed,smooth,gray
7335,poisonous,flat,scaly,red
7336,poisonous,knobbed,scaly,brown
7337,poisonous,knobbed,scaly,brown
7338,poisonous,flat,smooth,red
7339,poisonous,convex,smooth,brown
7340,poisonous,knobbed,scaly,brown
7341,poisonous,knobbed,scaly,cinnamon
7342,poisonous,knobbed,scaly,brown
7343,edible,knobbed,smooth,white
7344,poisonous,flat,scaly,brown
7345,edible,bell,fibrous,gray
7346,poisonous,flat,smooth,red
7347,poisonous,knobbed,smooth,red
7348,edible,knobbed,smooth,gray
7349,edible,convex,smooth,gray
7350,poisonous,knobbed,smooth,red
7351,edible,knobbed,smooth,brown
7352,edible,flat,scaly,pink
7353,edible,bell,smooth,white
7354,poisonous,flat,scaly,brown
7355,poisonous,flat,smooth,red
7356,poisonous,knobbed,smooth,red
7357,edible,knobbed,fibrous,gray
7358,edible,convex,fibrous,white
7359,edible,convex,smooth,cinnamon
7360,edible,knobbed,fibrous,gray
7361,poisonous,knobbed,smooth,red
7362,poisonous,knobbed,scaly,red
7363,poisonous,knobbed,smooth,brown
7364,poisonous,convex,scaly,red
7365,edible,knobbed,smooth,brown
7366,poisonous,flat,scaly,yellow
7367,poisonous,convex,scaly,cinnamon
